"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"26085";59;1;167963;9;3;9;6;1;1;0;0;40;1;1
"26086";32;1;273241;13;1;5;1;1;0;0;0;40;1;2
"26087";25;1;120238;13;3;5;4;1;1;0;0;40;1;1
"26088";32;1;167990;9;1;5;3;1;1;0;0;40;23;1
"26089";17;1;225507;7;3;7;4;5;0;0;0;15;1;1
"26090";57;3;125000;15;1;6;3;1;1;0;0;35;1;2
"26091";17;2;174120;8;3;7;2;1;1;0;0;15;1;1
"26092";27;1;230959;13;3;1;2;2;0;0;0;40;16;1
"26093";41;5;132125;9;1;13;3;1;1;0;0;40;1;1
"26094";62;NA;68461;16;1;NA;3;3;1;0;0;40;1;2
"26095";19;1;227178;7;3;4;4;1;0;0;0;25;1;1
"26096";41;1;165798;3;2;3;6;1;0;0;0;40;4;1
"26097";39;1;129573;13;3;5;4;1;1;0;0;50;1;2
"26098";30;1;224377;9;3;2;4;1;1;0;0;40;1;1
"26099";37;1;179481;13;1;8;3;1;1;0;0;40;1;2
"26100";18;1;434268;7;3;9;2;1;0;0;0;15;1;1
"26101";40;2;173716;13;1;4;3;1;1;0;0;45;1;2
"26102";38;3;244803;10;1;4;3;1;1;0;1485;60;13;2
"26103";24;1;114230;9;3;4;5;1;1;0;0;40;1;1
"26104";33;1;188661;9;1;2;3;1;1;0;0;50;1;1
"26105";48;1;216093;13;1;7;3;1;1;0;0;40;1;1
"26106";51;1;124963;13;1;4;3;1;1;0;0;40;1;2
"26107";48;1;85341;9;1;2;3;1;1;0;0;40;1;1
"26108";43;1;193490;4;1;2;3;1;1;0;0;45;1;1
"26109";34;1;80058;15;3;5;2;1;1;0;0;50;1;1
"26110";41;1;139907;11;4;2;4;1;1;0;0;30;1;1
"26111";51;3;54342;15;2;6;4;1;1;27828;0;60;1;2
"26112";25;1;188767;9;3;2;2;1;1;0;0;40;1;1
"26113";20;1;117222;9;3;3;2;1;1;0;0;50;1;1
"26114";61;3;171831;9;1;5;3;1;1;2829;0;45;1;1
"26115";35;1;187119;10;2;5;4;1;0;0;0;70;1;1
"26116";42;5;97277;14;2;6;6;1;0;0;0;40;1;1
"26117";26;5;219760;9;3;3;5;1;1;0;0;16;1;1
"26118";46;1;63299;9;1;3;3;1;1;0;0;50;1;1
"26119";39;6;171482;13;3;6;4;1;1;0;0;40;1;2
"26120";18;NA;344742;6;3;NA;2;1;1;0;0;40;1;1
"26121";29;1;210869;10;3;4;2;5;1;0;0;80;1;1
"26122";39;1;38312;10;6;2;6;1;1;0;0;40;1;2
"26123";47;1;119939;9;1;2;3;1;1;0;0;40;1;2
"26124";40;1;83953;10;1;11;3;1;1;0;0;50;1;2
"26125";43;6;101383;9;1;2;3;1;1;0;0;40;1;2
"26126";32;1;204374;9;2;7;4;1;1;0;0;40;1;1
"26127";31;1;176831;6;2;4;5;1;0;0;0;40;1;1
"26128";19;NA;60688;10;3;NA;2;1;1;0;0;35;1;1
"26129";44;4;251305;12;1;9;3;1;1;0;0;40;1;2
"26130";46;5;200947;13;1;13;3;1;1;0;0;40;1;2
"26131";53;2;46704;14;1;6;3;1;1;0;0;50;1;2
"26132";43;1;119721;13;1;5;3;1;1;0;0;40;1;1
"26133";41;6;58930;13;3;6;4;1;0;0;0;40;1;1
"26134";35;1;247750;9;5;3;6;5;1;0;0;40;1;1
"26135";48;1;67725;13;1;4;3;1;1;0;0;45;1;1
"26136";28;6;200775;14;1;5;1;1;0;0;0;40;1;1
"26137";44;1;183542;13;5;6;6;1;0;0;0;32;1;1
"26138";20;NA;25139;10;3;NA;2;1;0;0;0;40;1;1
"26139";51;5;123325;15;5;6;4;1;0;0;0;40;1;1
"26140";28;1;269786;9;3;11;6;1;1;0;0;50;1;1
"26141";36;1;51089;13;3;2;4;1;1;0;0;60;1;1
"26142";28;1;136985;9;1;3;3;1;1;0;0;35;1;1
"26143";21;1;129350;10;3;4;2;1;1;0;0;40;1;1
"26144";34;NA;35595;13;1;NA;3;1;1;0;0;30;1;1
"26145";36;5;61299;10;1;2;3;1;1;0;0;40;1;1
"26146";25;NA;192321;12;3;NA;2;1;0;0;0;80;1;1
"26147";31;1;257644;9;3;6;4;1;1;0;0;43;1;1
"26148";44;2;70884;9;1;10;3;1;1;0;0;60;1;1
"26149";49;5;159726;7;2;7;6;1;1;0;0;40;1;1
"26150";40;1;174395;9;1;2;3;1;1;0;0;40;1;1
"26151";64;4;175534;16;1;6;3;2;1;0;0;40;12;2
"26152";54;5;173050;14;1;6;3;1;1;7688;0;40;1;2
"26153";27;1;32519;10;1;4;3;2;1;0;0;55;11;1
"26154";18;1;322999;10;3;3;2;1;0;0;0;20;1;1
"26155";68;1;148874;5;1;2;3;5;1;0;0;44;1;1
"26156";64;1;43738;16;5;6;4;1;1;0;0;80;1;2
"26157";36;1;195385;9;1;11;3;3;1;0;0;40;1;1
"26158";21;1;149809;9;3;10;2;1;1;0;0;24;1;1
"26159";22;1;51985;10;3;2;2;1;1;0;0;30;1;1
"26160";61;1;105384;13;1;6;3;1;1;0;0;40;1;1
"26161";24;1;137591;10;3;4;2;1;1;0;0;10;10;1
"26162";49;6;324791;13;1;6;3;1;1;0;0;50;1;2
"26163";25;1;184303;10;4;12;5;1;0;0;0;30;37;1
"26164";66;NA;314347;9;1;NA;3;5;1;0;0;40;1;1
"26165";29;1;274010;10;3;6;4;1;1;0;0;45;1;1
"26166";22;1;321031;9;3;4;2;5;0;0;0;40;1;1
"26167";57;4;313929;10;1;6;3;3;1;0;0;40;1;1
"26168";41;1;394669;13;3;6;4;1;0;0;1741;40;1;1
"26169";29;1;152951;9;1;2;3;1;1;0;0;40;1;2
"26170";20;1;247115;10;3;9;6;5;0;0;0;35;1;1
"26171";47;1;175958;15;1;4;3;1;1;0;0;45;1;2
"26172";22;1;109039;9;3;5;4;1;0;0;0;55;1;1
"26173";59;3;141326;11;2;6;4;1;1;0;0;50;1;2
"26174";42;6;74334;14;1;9;3;3;1;0;0;40;1;2
"26175";64;2;47462;10;3;6;4;1;0;0;0;35;1;1
"26176";29;4;182344;9;6;3;6;5;1;0;0;40;1;1
"26177";25;6;295912;10;3;2;4;1;1;0;0;20;1;1
"26178";62;1;311495;10;2;5;4;1;0;0;0;40;1;1
"26179";44;1;236746;14;2;5;4;1;1;10520;0;45;1;2
"26180";21;1;187643;9;4;3;4;1;0;0;0;40;1;1
"26181";60;1;282923;10;1;6;3;1;1;7298;0;40;1;2
"26182";46;1;501671;6;2;8;6;5;1;0;0;40;1;1
"26183";44;4;29591;13;2;1;4;1;1;0;2258;40;1;2
"26184";21;1;301556;9;3;3;2;1;0;0;0;19;1;1
"26185";18;1;187240;7;3;7;2;1;1;0;0;18;1;1
"26186";39;1;219483;13;1;6;1;1;0;5013;0;32;1;1
"26187";33;1;594187;14;1;6;3;1;1;0;0;45;1;2
"26188";63;1;200474;2;2;11;4;1;1;0;0;40;1;1
"26189";52;5;152795;9;1;13;3;1;1;0;0;52;1;2
"26190";17;1;230789;5;3;4;2;5;1;0;0;22;1;1
"26191";45;3;311231;15;1;6;3;1;1;0;1485;50;1;2
"26192";31;1;114691;9;3;4;2;1;1;0;0;40;1;1
"26193";35;1;194591;10;1;1;3;1;1;0;0;40;1;1
"26194";31;1;114691;9;1;8;3;1;1;0;0;40;1;2
"26195";51;6;42017;10;2;6;4;1;0;0;0;40;1;1
"26196";48;5;383384;9;1;2;3;1;1;0;0;60;1;1
"26197";28;1;29444;9;1;7;3;3;1;0;0;40;1;1
"26198";42;4;53727;9;1;11;3;1;1;0;0;40;NA;1
"26199";38;1;277022;10;2;9;6;1;0;0;0;40;30;1
"26200";43;5;113324;13;1;6;3;1;1;0;0;40;1;2
"26201";30;1;342709;9;1;7;3;1;1;0;0;40;1;1
"26202";24;1;179203;8;3;4;5;1;1;0;0;55;1;1
"26203";46;1;251474;13;1;5;3;1;1;0;0;60;1;2
"26204";50;1;93730;6;1;11;3;1;1;0;0;60;1;1
"26205";22;1;37894;9;4;3;5;1;1;0;0;35;1;1
"26206";18;6;272918;9;3;9;2;5;1;0;0;15;1;1
"26207";53;1;151411;13;1;6;3;1;1;0;0;45;1;2
"26208";40;1;210648;13;1;6;3;1;1;0;0;44;1;2
"26209";36;2;347491;16;1;6;3;1;1;0;0;35;1;1
"26210";32;1;255885;13;1;5;3;1;1;0;0;43;1;2
"26211";39;1;356838;9;3;10;2;1;1;0;0;12;1;1
"26212";46;1;216164;9;1;7;3;1;1;0;0;40;1;1
"26213";26;5;288781;13;3;9;4;1;1;0;0;42;1;1
"26214";19;1;439779;10;3;4;2;1;1;0;0;15;1;1
"26215";24;1;161638;9;1;8;4;1;0;0;0;40;27;1
"26216";28;1;190525;14;3;6;2;1;1;0;0;40;1;1
"26217";25;5;276249;14;3;6;2;1;0;0;0;40;1;1
"26218";44;1;147265;10;1;5;3;1;1;0;0;40;1;2
"26219";38;1;245090;9;1;2;3;1;1;0;0;40;33;1
"26220";42;6;219682;14;2;5;4;1;1;0;0;45;1;1
"26221";28;1;392100;9;1;2;2;1;1;0;0;40;1;1
"26222";36;1;358682;13;3;5;5;1;1;0;0;50;NA;1
"26223";47;1;262244;13;3;4;4;5;1;0;0;60;1;2
"26224";46;1;171228;9;1;8;3;1;1;3411;0;35;32;1
"26225";21;5;218445;10;3;9;2;1;0;0;0;40;21;1
"26226";19;NA;182609;9;3;NA;2;5;0;0;0;25;1;1
"26227";35;1;509462;13;3;5;4;1;0;0;0;45;1;1
"26228";26;1;213258;9;1;2;3;1;1;0;0;40;1;1
"26229";21;1;118401;10;3;3;4;1;0;0;0;30;1;1
"26230";67;2;45814;4;1;10;3;1;1;0;0;40;1;1
"26231";54;1;329733;9;3;5;6;1;1;0;0;40;1;2
"26232";26;1;29957;14;3;1;5;1;1;0;0;25;1;1
"26233";51;1;215854;13;2;6;4;1;0;0;0;50;1;1
"26234";27;1;327766;10;2;2;4;1;1;0;0;45;1;1
"26235";27;1;405765;9;1;2;3;1;1;0;0;40;NA;2
"26236";39;1;80680;10;2;8;2;1;0;0;0;40;1;1
"26237";32;1;177792;13;2;5;4;1;0;0;0;48;1;2
"26238";52;1;273514;9;4;2;4;1;1;0;0;40;1;1
"26239";21;1;202373;10;1;7;3;5;1;0;0;40;1;1
"26240";27;5;332785;9;3;13;2;1;1;0;0;38;1;1
"26241";46;1;149640;4;6;11;4;1;1;0;0;45;1;1
"26242";42;1;40151;11;1;3;3;1;1;0;0;30;1;1
"26243";79;3;183686;13;1;4;3;1;1;0;0;20;1;2
"26244";50;4;32801;13;1;5;1;3;0;0;0;40;1;2
"26245";19;NA;195282;9;3;NA;2;5;0;0;0;20;1;1
"26246";43;4;134026;10;3;9;5;1;1;2174;0;40;1;1
"26247";51;5;96678;14;1;6;3;1;1;0;0;60;1;1
"26248";45;1;174533;10;1;11;3;1;1;7298;0;50;1;2
"26249";65;1;180807;9;4;13;4;1;1;991;0;20;1;1
"26250";66;1;186324;13;1;4;3;1;1;0;0;5;1;2
"26251";36;2;257250;11;1;10;3;1;1;0;0;99;1;1
"26252";26;1;212800;12;3;6;2;1;0;0;0;36;1;1
"26253";28;1;55360;10;3;4;4;5;1;0;0;50;1;1
"26254";39;2;195253;15;1;6;3;1;1;0;0;45;1;2
"26255";43;1;45156;10;1;11;3;1;1;0;0;60;1;1
"26256";20;1;435469;9;3;3;2;1;0;0;0;40;21;1
"26257";29;1;231287;10;2;1;6;1;1;0;0;40;1;1
"26258";32;1;168854;13;1;4;3;1;1;0;1848;50;1;2
"26259";44;2;185057;13;2;5;4;1;0;3325;0;40;1;1
"26260";18;NA;91670;10;3;NA;2;2;0;0;0;40;1;1
"26261";60;1;165517;10;1;7;3;1;1;0;0;40;1;1
"26262";34;1;73161;9;1;4;3;1;1;0;0;40;1;2
"26263";60;1;178792;9;5;7;4;1;0;0;0;40;1;1
"26264";38;1;32897;7;2;4;6;1;0;0;0;40;1;1
"26265";29;1;250967;11;1;8;3;1;1;0;0;40;1;1
"26266";41;1;41901;10;3;2;4;1;1;0;1408;40;1;1
"26267";49;1;379779;13;2;5;4;1;0;0;0;40;1;1
"26268";37;1;217838;3;4;3;6;1;0;0;0;40;21;1
"26269";37;2;137527;16;3;6;4;1;0;0;2559;60;1;2
"26270";43;1;198965;10;1;4;3;1;1;0;0;38;1;2
"26271";41;1;70645;14;5;6;4;1;0;4650;0;55;1;1
"26272";37;1;220644;9;2;3;6;5;0;0;0;40;NA;1
"26273";19;1;175081;5;3;2;5;1;1;0;0;60;1;1
"26274";29;1;180299;10;1;11;3;1;1;0;0;35;1;1
"26275";40;2;548664;9;1;2;3;1;1;0;0;15;1;1
"26276";53;1;278114;4;1;5;3;1;1;0;0;40;1;2
"26277";27;1;394927;13;1;4;3;1;1;0;0;55;1;1
"26278";44;2;127482;9;1;2;3;1;1;7298;0;50;3;2
"26279";29;1;236938;12;2;2;6;1;0;0;0;38;1;1
"26280";25;1;232991;3;1;8;3;4;1;0;0;40;21;1
"26281";38;1;34378;9;1;4;3;1;1;0;0;55;1;1
"26282";48;3;81513;13;1;5;3;1;1;0;0;50;1;2
"26283";18;1;106780;10;3;3;2;1;0;0;0;12;1;1
"26284";50;1;178596;9;2;2;6;1;1;0;1408;50;1;1
"26285";37;1;329026;9;1;9;1;1;0;0;0;40;1;2
"26286";48;1;26490;13;5;3;6;1;0;0;0;20;1;1
"26287";50;1;338033;10;3;3;4;1;1;0;0;32;1;1
"26288";74;NA;169303;9;1;NA;3;1;1;6767;0;6;1;1
"26289";24;1;21154;10;3;9;2;1;0;0;0;30;1;1
"26290";34;1;209449;10;1;1;3;5;1;0;0;40;1;2
"26291";19;1;389143;10;3;4;2;1;1;0;0;40;1;1
"26292";39;1;101260;9;3;8;2;1;1;0;0;40;1;1
"26293";40;1;198270;10;2;3;4;1;0;0;0;40;1;1
"26294";30;1;45781;9;3;9;6;1;0;0;0;40;1;1
"26295";27;1;134566;9;3;9;4;1;1;0;0;40;1;1
"26296";23;NA;283806;5;2;NA;4;1;0;0;0;35;1;1
"26297";68;NA;286869;4;5;NA;4;1;0;0;1668;40;NA;1
"26298";46;1;422813;10;1;9;3;1;1;0;0;40;1;2
"26299";24;5;103277;13;3;6;2;1;0;0;0;50;1;1
"26300";18;1;201871;8;3;3;2;1;1;0;0;20;1;1
"26301";50;2;167728;16;1;6;3;1;1;0;0;60;1;2
"26302";42;1;211517;7;1;8;3;1;1;0;0;40;1;1
"26303";42;1;118212;5;1;11;3;1;1;0;0;40;1;1
"26304";37;1;259846;11;1;9;3;1;1;3471;0;40;1;1
"26305";57;1;98926;10;5;1;4;1;0;0;0;16;1;1
"26306";27;1;207352;13;1;1;3;2;1;0;0;40;8;2
"26307";31;1;206609;6;1;8;3;1;1;0;0;40;1;1
"26308";34;5;104509;14;4;6;6;1;0;0;0;40;1;1
"26309";55;2;170350;9;2;3;5;1;0;0;0;40;1;1
"26310";56;1;183884;7;1;8;3;1;1;0;0;40;1;1
"26311";36;6;110964;13;1;6;1;1;0;0;1672;38;1;1
"26312";35;6;154410;10;3;10;2;1;1;0;0;40;1;1
"26313";63;NA;257659;14;3;NA;4;1;0;0;0;3;1;1
"26314";28;1;274679;14;3;6;4;1;1;0;0;50;1;1
"26315";38;1;252662;13;2;5;4;1;1;0;0;40;1;1
"26316";30;3;356689;9;1;7;3;1;1;0;0;60;1;1
"26317";18;1;205218;10;3;3;2;1;0;0;0;20;1;1
"26318";35;1;241306;11;1;1;3;1;1;0;0;40;1;2
"26319";53;1;139127;9;2;3;4;1;0;0;0;40;1;1
"26320";46;1;175625;15;2;6;6;1;0;0;0;40;1;1
"26321";45;1;206459;10;1;9;3;1;1;0;0;40;1;1
"26322";35;1;176123;6;1;3;3;2;1;0;0;60;8;1
"26323";41;1;111483;9;3;9;2;1;1;0;0;40;1;1
"26324";60;2;106118;9;1;4;3;1;1;0;0;70;1;2
"26325";18;1;77845;10;3;9;2;1;1;0;1602;15;1;1
"26326";19;1;162094;9;3;8;2;1;1;0;0;40;1;1
"26327";24;1;216469;9;1;8;3;1;1;0;1579;50;1;1
"26328";56;5;381965;13;1;6;3;1;1;15024;0;40;1;2
"26329";28;1;145284;9;2;11;4;1;1;0;0;70;1;1
"26330";29;1;242482;9;3;3;4;1;1;0;0;32;1;1
"26331";35;2;160192;10;3;2;2;1;1;0;0;40;1;1
"26332";27;NA;280699;10;3;NA;6;1;0;0;0;40;1;1
"26333";55;1;175942;16;1;6;3;1;1;0;1977;55;NA;2
"26334";18;1;156950;9;3;9;2;1;1;0;0;35;1;1
"26335";53;1;215572;9;3;2;4;1;1;0;0;40;1;1
"26336";26;1;173593;14;1;8;3;1;1;0;0;20;5;1
"26337";55;1;193374;10;1;1;3;1;1;0;0;40;1;2
"26338";45;5;334039;10;1;5;3;1;1;0;0;40;1;2
"26339";28;1;337664;9;3;8;2;1;1;0;0;40;1;1
"26340";32;1;113504;13;1;5;3;1;1;0;0;40;1;2
"26341";27;1;177072;9;3;7;2;1;1;0;0;40;1;1
"26342";35;1;174503;9;2;2;4;1;0;0;0;40;1;1
"26343";36;1;214807;9;2;7;6;1;0;0;0;37;1;1
"26344";41;1;222596;13;1;4;3;1;1;15024;0;45;1;2
"26345";23;1;100345;13;3;4;2;1;1;0;0;20;1;1
"26346";22;1;409230;8;3;11;5;1;1;0;0;40;1;1
"26347";36;2;112497;15;2;6;6;1;1;25236;0;40;1;2
"26348";65;3;115922;13;1;5;3;1;1;0;0;40;1;2
"26349";59;NA;375049;9;1;NA;3;1;1;0;0;41;1;2
"26350";25;1;243560;9;3;4;2;1;0;0;0;40;30;1
"26351";33;5;182971;10;1;13;3;1;1;0;1887;40;1;2
"26352";31;1;127215;10;1;4;3;1;1;0;0;40;1;1
"26353";50;6;276241;13;1;5;3;1;1;0;0;40;1;2
"26354";49;6;175109;10;1;6;3;1;1;0;0;50;1;2
"26355";43;1;498079;13;2;5;6;1;0;0;0;40;1;1
"26356";23;4;344394;10;1;9;5;1;0;0;0;40;1;1
"26357";34;1;99872;14;1;5;3;2;1;3103;0;40;8;2
"26358";23;1;245302;10;2;4;2;5;0;0;0;40;1;1
"26359";63;1;43313;6;1;2;3;1;1;0;0;40;1;1
"26360";33;1;188467;9;3;10;4;1;1;0;0;40;1;1
"26361";51;3;351278;13;2;10;6;1;1;0;0;50;1;1
"26362";31;1;182246;9;2;2;4;1;1;0;0;45;1;1
"26363";32;1;79870;10;1;5;2;1;0;2597;0;40;9;1
"26364";48;NA;353824;10;1;NA;3;1;1;0;0;40;NA;2
"26365";31;1;387116;10;3;9;4;5;0;0;0;36;19;1
"26366";47;1;34248;11;1;4;3;1;1;0;0;40;1;2
"26367";54;6;198741;10;1;13;3;1;1;0;0;40;1;2
"26368";23;1;32950;10;3;4;4;1;1;0;0;40;1;1
"26369";34;1;381153;9;1;5;3;1;1;0;0;40;1;2
"26370";46;1;100067;7;1;3;1;5;0;0;0;35;1;2
"26371";34;1;208785;12;2;4;4;1;1;0;0;50;1;2
"26372";31;1;61559;9;3;3;4;1;1;0;0;50;1;1
"26373";41;1;176452;9;1;1;3;1;1;0;0;40;39;1
"26374";41;NA;128700;9;3;NA;2;1;0;0;0;40;1;1
"26375";27;2;328518;11;3;6;5;1;1;0;0;30;1;1
"26376";30;NA;201196;7;3;NA;2;5;0;0;0;40;1;1
"26377";23;1;378546;10;3;2;2;1;1;0;0;40;1;1
"26378";24;5;212210;12;3;9;2;1;0;0;0;20;NA;1
"26379";59;4;178660;12;1;9;3;1;1;0;0;40;1;1
"26380";56;1;235826;9;1;2;3;1;1;5013;0;40;1;1
"26381";35;2;22641;9;1;11;3;3;1;0;0;40;1;1
"26382";59;1;316027;9;1;3;3;1;1;0;0;45;13;1
"26383";47;1;431515;11;1;2;3;1;1;0;0;40;1;2
"26384";51;2;149770;9;2;4;4;1;0;0;0;44;1;1
"26385";42;1;165916;13;2;9;6;1;0;0;0;45;1;1
"26386";29;4;107411;10;6;9;2;1;0;0;0;40;1;1
"26387";23;1;217961;9;3;2;6;1;1;0;0;45;7;1
"26388";43;2;350387;9;1;2;3;1;1;0;0;60;1;1
"26389";46;1;325372;10;1;5;3;1;1;0;0;40;1;1
"26390";30;1;156718;10;4;9;4;1;0;0;0;40;1;1
"26391";23;1;216472;10;3;1;2;1;0;0;0;20;1;1
"26392";29;6;106972;14;3;6;4;1;0;0;0;35;1;1
"26393";33;1;131934;9;2;5;4;1;0;0;0;45;1;1
"26394";33;5;365908;9;1;3;3;5;1;2105;0;40;1;1
"26395";46;5;359193;10;2;9;6;1;0;0;0;45;1;1
"26396";35;1;261012;10;6;9;4;5;0;0;0;40;1;1
"26397";36;1;272944;13;1;5;3;1;1;0;1887;40;1;2
"26398";25;1;113654;9;4;5;6;1;0;0;0;37;1;1
"26399";35;1;218955;13;1;4;3;1;1;0;0;40;1;1
"26400";30;1;115963;4;3;8;6;1;1;0;0;42;1;1
"26401";39;1;80638;10;1;3;3;2;1;0;0;84;1;2
"26402";37;1;147258;10;1;2;3;1;1;0;0;55;1;1
"26403";22;1;214635;9;3;8;4;1;1;0;0;42;1;1
"26404";25;1;200318;9;1;11;3;1;1;0;0;60;1;1
"26405";50;1;138270;9;1;4;1;5;0;0;0;40;1;1
"26406";64;4;388594;15;1;6;3;1;1;15024;0;45;NA;2
"26407";33;1;103435;11;4;6;4;1;1;0;0;45;1;1
"26408";59;3;133201;3;1;10;3;1;1;0;0;40;17;1
"26409";24;1;175183;9;3;9;4;1;0;0;0;40;1;1
"26410";41;1;99870;13;1;4;3;1;1;0;0;55;1;1
"26411";38;NA;107479;5;3;NA;2;1;0;0;0;12;1;1
"26412";60;1;113440;13;2;5;2;1;1;0;0;60;1;1
"26413";19;1;85690;9;3;8;6;1;1;0;0;30;1;1
"26414";23;1;45713;10;3;2;5;1;1;0;0;40;1;1
"26415";57;3;376230;14;1;4;3;1;1;99999;0;40;1;2
"26416";36;1;145576;14;1;9;3;1;1;0;1977;40;9;2
"26417";17;NA;67808;6;3;NA;2;1;1;0;0;40;1;1
"26418";24;1;113936;13;3;6;2;1;1;0;0;40;1;1
"26419";32;1;158291;9;1;2;3;1;1;0;0;50;1;2
"26420";27;1;193898;13;1;4;3;1;1;0;0;45;1;2
"26421";43;1;191982;11;3;9;2;1;0;0;0;55;1;1
"26422";21;NA;72953;10;3;NA;2;1;1;0;0;40;1;1
"26423";54;1;271160;11;5;5;4;1;0;0;0;40;1;1
"26424";22;1;33087;9;1;10;3;1;1;0;0;45;1;1
"26425";29;1;106153;9;3;2;4;1;1;0;0;50;1;1
"26426";22;1;29444;8;3;10;4;3;1;0;0;50;1;1
"26427";37;1;105021;13;1;4;3;1;1;0;0;50;1;2
"26428";38;2;239045;16;1;6;3;1;1;0;0;50;1;2
"26429";34;1;94413;10;1;7;3;1;1;0;0;40;1;1
"26430";45;1;20534;10;1;8;3;1;1;0;0;84;1;2
"26431";28;1;350254;2;3;12;4;1;0;0;0;40;21;1
"26432";68;1;194746;16;2;6;4;1;0;0;0;40;13;1
"26433";36;1;269042;9;1;8;3;2;1;0;0;40;26;1
"26434";20;1;447488;5;3;3;6;1;1;0;0;30;21;1
"26435";24;1;267706;10;3;2;2;1;0;0;0;45;1;1
"26436";38;1;198216;10;2;5;6;1;0;0;0;40;1;1
"26437";32;1;227931;13;3;5;4;1;0;0;0;40;1;1
"26438";34;1;252646;10;1;6;3;1;1;7298;0;50;1;2
"26439";47;1;223342;9;5;9;4;1;0;2174;0;40;3;1
"26440";28;1;181776;13;3;3;4;1;0;0;0;50;1;1
"26441";32;1;132601;15;1;6;3;1;1;0;0;40;1;2
"26442";58;1;205410;9;1;8;3;1;1;0;0;40;1;1
"26443";64;3;185912;15;1;6;3;1;1;99999;0;35;1;2
"26444";38;1;292570;10;3;4;2;1;0;0;0;50;1;1
"26445";43;1;76460;9;3;9;4;1;0;0;0;40;1;1
"26446";28;1;295163;8;2;10;4;1;1;0;0;40;1;1
"26447";21;1;27255;10;3;9;2;1;1;0;0;40;NA;1
"26448";23;1;69847;13;3;6;2;2;0;0;0;20;1;1
"26449";25;1;104993;5;3;7;2;5;1;2907;0;40;1;1
"26450";41;1;322980;9;4;9;4;5;1;2354;0;40;1;1
"26451";24;NA;390608;9;3;NA;4;1;0;0;0;36;1;1
"26452";41;1;317539;10;1;2;3;5;1;0;0;40;1;1
"26453";27;1;195678;13;1;6;3;1;1;0;0;40;1;1
"26454";54;1;466502;4;5;3;6;1;1;0;0;30;1;1
"26455";28;5;220754;9;4;11;2;1;0;0;0;25;1;1
"26456";29;1;202878;4;1;10;3;1;1;0;2042;40;1;1
"26457";36;1;343476;9;2;2;4;1;1;0;0;30;1;1
"26458";41;3;93227;13;1;5;3;2;1;0;1977;60;28;2
"26459";60;2;38622;10;1;5;3;1;1;0;0;40;1;1
"26460";34;6;173730;14;1;5;3;1;1;0;0;38;1;1
"26461";32;1;178623;9;3;3;4;5;0;0;0;40;NA;1
"26462";27;1;300783;10;1;4;1;1;0;0;0;42;1;2
"26463";60;1;224644;6;1;4;3;1;1;0;0;40;1;1
"26464";39;1;191502;11;1;2;3;1;1;0;0;40;1;1
"26465";59;1;61885;8;2;11;5;5;1;0;0;35;1;1
"26466";34;2;213887;16;1;6;3;1;1;0;0;32;5;2
"26467";36;1;331395;11;1;5;3;1;1;0;0;40;1;1
"26468";54;1;145098;10;1;4;3;1;1;0;0;40;1;2
"26469";48;1;123075;11;1;1;3;1;1;0;0;40;1;2
"26470";19;1;216804;4;3;3;2;1;1;0;0;33;1;1
"26471";40;1;188291;15;1;6;3;1;1;0;0;40;1;2
"26472";25;1;33610;9;3;7;4;1;1;0;0;45;1;1
"26473";39;1;234901;12;4;9;6;1;1;0;0;40;1;1
"26474";34;2;349148;10;1;2;3;1;1;0;0;40;1;1
"26475";30;1;168443;9;4;3;6;1;0;0;0;30;1;1
"26476";43;1;211860;9;3;3;6;5;0;0;0;24;1;1
"26477";35;1;193961;13;1;6;3;2;1;0;0;40;16;2
"26478";36;5;52532;16;1;6;3;1;1;0;1887;50;1;2
"26479";59;2;75804;9;1;10;3;1;1;0;0;65;1;2
"26480";33;2;176185;9;1;2;3;1;1;0;0;40;1;1
"26481";22;1;306779;10;3;7;2;1;1;0;0;50;1;1
"26482";48;1;265192;9;1;2;3;1;1;0;0;45;1;1
"26483";54;1;139347;9;5;9;6;1;0;0;0;40;1;1
"26484";49;1;107682;10;2;9;4;1;0;0;0;38;1;1
"26485";37;1;34173;13;3;1;4;1;0;0;0;40;1;1
"26486";45;1;128378;9;1;8;3;5;1;0;0;40;1;1
"26487";51;3;195638;10;4;4;4;1;0;0;0;40;1;1
"26488";46;1;59287;10;1;2;3;1;1;0;0;40;1;1
"26489";31;2;162442;13;1;5;1;1;0;0;0;40;1;2
"26490";29;NA;350603;6;3;NA;2;1;0;0;0;38;1;1
"26491";39;1;344743;10;1;9;2;5;0;0;0;50;1;2
"26492";35;1;112077;9;1;7;3;1;1;5013;0;40;1;1
"26493";26;1;176795;13;3;9;2;1;0;0;0;40;1;2
"26494";51;1;137815;10;1;9;3;1;1;7298;0;40;1;2
"26495";31;1;309620;14;1;6;3;2;1;0;0;6;11;1
"26496";39;1;336880;9;1;8;3;1;1;0;0;40;1;2
"26497";26;1;206600;7;3;3;5;1;1;0;0;30;21;1
"26498";25;1;193051;13;1;1;3;1;1;0;0;35;1;1
"26499";61;4;229062;10;1;9;3;1;1;0;1887;40;1;2
"26500";49;1;62793;9;2;4;2;1;0;0;0;40;1;1
"26501";53;1;264939;13;3;6;4;1;0;0;0;45;21;1
"26502";52;1;370552;1;1;8;3;1;1;0;0;40;37;1
"26503";52;1;163678;9;1;11;3;1;1;0;0;55;1;1
